codigo_producto,real,pronosticado,error_pct
26001,150.0,55.349775614635845,-0.6310014959024277
4616,114.0,64.45041204710448,-0.43464550835873267
12136,110.5,64.6691783319772,-0.4147585671314281
17507,100.5,61.60663501917499,-0.386998656525622
17504,90.73,61.24177962831768,-0.32501069515796677
12130,79.25,53.42678179004694,-0.3258450247312689
8205,78.0,55.36063382721597,-0.29024828426646193
17400,74.832,60.191836786321154,-0.19564041070235783
8213,74.0,37.236863532447195,-0.4967991414534163
4620,69.0,63.981042752799866,-0.07273851082898745
8216,69.0,32.92929051889158,-0.5227639055233105
20002,68.0,36.403259985858625,-0.464657941384432
17322,67.0,58.75800060837943,-0.12301491629284428
8215,55.0,31.616150243531923,-0.42516090466305595
17222,50.65,45.53397709072307,-0.10100736247338457
12138,49.25,43.01478200760028,-0.12660341101319225
8210,48.0,36.62940899891925,-0.23688731252251558
44022,44.93,46.55661550148403,0.036203327431204815
1308,41.0,17.29293742893023,-0.5782210383187749
1307,40.5,17.23474028343653,-0.574450857199098
8217,40.0,20.202697572849228,-0.4949325606787693
12134,39.5,37.552619009114515,-0.04930078457937936
26123,38.0,11.505267985647537,-0.6972297898513806
15034,33.5,34.957785643017154,0.04351598934379563
26093,30.0,5.096437579419111,-0.8301187473526963
8206,30.0,37.39591603358574,0.24653053445285805
45203,28.0,21.729853638687672,-0.22393379861829743
18101,24.5,29.5631033808708,0.20665728085186938
15030,22.0,22.941224674802434,0.04278293976374702
7162,22.0,19.38301361212016,-0.11895392672181095
8212,22.0,26.267471458854224,0.19397597540246475
44052,22.0,8.924319999629464,-0.5943490909259335
26101,22.0,35.642876262251185,0.6201307391932357
12100,21.0,21.407805743648076,0.019419321126098867
26020,20.0,7.507461523652319,-0.624626923817384
17114,19.0,12.763619759452002,-0.3282305389762104
17521,19.0,8.982309524766388,-0.5272468671175585
45003,19.0,8.929097281690824,-0.5300475114899567
8222,19.0,25.46456859005238,0.34024045210802
8203,18.0,35.09752109744988,0.9498622831916599
8143,18.0,12.287828653494746,-0.31734285258362527
15041,18.0,6.193188675608093,-0.655933962466217
7161,18.0,11.948030107422126,-0.3362205495876597
8207,17.0,31.132771093114133,0.8313394760655373
45225,17.0,16.13776955638541,-0.0507194378596817
6153,17.0,16.78927356682235,-0.01239567253986184
6210,17.0,4.691341769498346,-0.7240387194412737
15043,16.5,7.385765941497473,-0.5523778217274259
8202,16.0,30.378607521873292,0.8986629701170807
45207,16.0,19.099612492213257,0.19372578076332858
21008,16.0,3.2966275165539245,-0.7939607802153797
7160,15.0,17.538712001583516,0.1692474667722344
10750,14.5,8.048163417789542,-0.4449542470489971
17700,14.5,16.54349649699638,0.14093079289630203
15026,14.0,31.30370720877203,1.235979086340859
18121,14.0,19.364039749563116,0.3831456963973654
17501,14.0,32.73128312265756,1.33794879447554
17706,14.0,16.54421582869087,0.18172970204934785
17704,13.5,14.190052968621783,0.05111503471272469
12125,13.0,15.375397733853962,0.18272290260415092
2621,12.0,12.179514991016244,0.014959582584687029
4004,12.0,18.300062966148804,0.525005247179067
13014,11.0,8.96035262027838,-0.1854224890656018
45005,11.0,21.97356047543691,0.9975964068579007
4700,11.0,10.761607275080603,-0.021672065901763335
25002,11.0,3.178135995904946,-0.7110785458268231
4502,10.0,13.3713334517089,0.33713334517088994
4500,10.0,12.690243968332549,0.2690243968332549
8225,10.0,15.619353020849774,0.5619353020849773
8154,10.0,9.520401821204244,-0.047959817879575616
45212,10.0,8.478666950910771,-0.1521333049089229
13016,9.0,6.790221881936904,-0.2455309020070107
14218,9.0,15.44368258630437,0.7159647318115966
44072,9.0,27.9560559323166,2.1062284369240665
26008,9.0,9.956535574319416,0.10628173047993508
2721,9.0,12.277655396997696,0.36418393299974405
44071,9.0,35.36448498301332,2.9293872203348132
8153,9.0,3.2996298130348154,-0.6333744652183538
17115,8.5,3.1783049042387566,-0.626081775971911
8123,8.0,6.111758143756284,-0.23603023203046447
9302,8.0,10.655495246530048,0.331936905816256
12121,8.0,11.765812606330451,0.4707265757913064
26009,7.0,36.22386496095174,4.174837851564534
1306,7.0,8.638787706714464,0.23411252953063766
1309,7.0,7.896040993084583,0.1280058561549404
45006,7.0,18.571379871205544,1.6530542673150777
8118,6.0,10.092009934927892,0.6820016558213154
10752,6.0,7.0470213224172165,0.17450355373620274
21010,6.0,4.852160154377273,-0.19130664093712113
26104,6.0,14.145877568840511,1.3576462614734186
26121,6.0,6.477079496968239,0.07951324949470646
26005,5.0,20.97787005353577,3.195574010707154
26006,5.0,23.60747934550373,3.721495869100746
44056,4.0,3.279761313211142,-0.18005967169721449
26004,4.0,13.54060930756101,2.3851523268902524
4614,4.0,8.432150649613448,1.1080376624033619
7707,4.0,5.651738516973041,0.4129346292432603
4706,3.0,9.75505445678253,2.25168481892751
7706,3.0,2.8277939319823555,-0.05740202267254816
7716,3.0,4.017231633596964,0.339077211198988
45117,3.0,9.566674592460998,2.188891530820333
45215,3.0,10.867734555580574,2.622578185193525
15045,2.05,10.813727737414093,4.274989140201997
8029,2.0,9.878084492444092,3.939042246222046
7715,2.0,9.522221470346244,3.761110735173122
1015,0.0,9.700754469139595,
10757,0.0,7.630801610805166,
10755,0.0,3.069277761509579,
12132,0.0,6.144580980165245,
1295,0.0,4.530831907224992,
1297,0.0,3.0976850207869564,
15032,0.0,33.33480854321857,
14210,0.0,3.189127822298979,
1303,0.0,3.0302798536166704,
1302,0.0,3.0302798536166704,
1298,0.0,3.0976850207869564,
1299,0.0,3.465351931304426,
18100,0.0,3.0302798536166704,
26007,0.0,6.737799684233673,
26010,0.0,4.7444434217902405,
26107,0.0,10.247356833679886,
17323,0.0,8.67845923456298,
17143,0.0,19.75366419480934,
17508,0.0,25.773179077576383,
17505,0.0,3.0302798536166704,
26141,0.0,3.1025552446312576,
26142,0.0,5.260529700840581,
44060,0.0,4.017231633596964,
44019,0.0,3.1783049042387566,
44031,0.0,2.9054432603023765,
44033,0.0,4.141475295787373,
3525,0.0,6.705764411704784,
3527,0.0,9.540839306773837,
44017,0.0,3.545156709597522,
44018,0.0,3.545156709597522,
26151,0.0,4.614356178830118,
26100,0.0,11.20288727186665,
26117,0.0,3.291675569698081,
26111,0.0,3.2100122930074066,
26124,0.0,10.173857588837755,
26127,0.0,10.18135840172293,
45002,0.0,3.545156709597522,
45120,0.0,4.017231633596964,
7153,0.0,3.2100122930074066,
7154,0.0,4.105817309681688,
7151,0.0,3.1025552446312576,
7152,0.0,3.102831611628056,
6307,0.0,3.102831611628056,
6304,0.0,4.614356178830118,
4710,0.0,4.177055356310132,
4708,0.0,3.3902230213829334,
4703,0.0,6.766765497959952,
8170,0.0,3.425980923010913,
8168,0.0,3.3146319066373002,
8166,0.0,3.102831611628056,
8050,0.0,3.171006028768775,
8169,0.0,3.4432018784186025,
82080,0.0,4.175937319665123,
8208,0.0,3.178135995904946,
