codigo_producto,descripcion,mes,real,pronosticado,error_pct
26001,Bottle white/red 500 ml,2025-12,61.0,1.2064402430253938,-0.9802222910979445
26123,Bottle silver/black 750 ml,2025-12,32.0,0.22518615813009502,-0.9929629325584345
44052,Pre-Workout Booster Apple-Raspberry 256 g,2025-12,17.0,0.11566509942497816,-0.9931961706220602
6210,L-Glutamine 350 g,2025-12,17.0,0.05874059249476313,-0.9965446710297198
45203,Immunoguard Blackcurrant 10 x 4 g,2025-12,4.0,0.39231446763204164,-0.9019213830919895
12136,Electrolytes Berry 12 x 10 Tabs,2025-12,3.0,1.4258179030430593,-0.5247273656523136
12130,Electrolytes Fruitmix 12 x 10 Tabs,2025-12,2.0,1.0680546696476567,-0.46597266517617164
17222,Liquid Energy Pure 18 x 70 g,2025-12,2.0,0.520642090205955,-0.7396789548970225
17507,Magnesium 375 Exotic 30 x 25 ml,2025-12,2.0,1.0345611165671804,-0.4827194417164098
45003,Mental Focus Herbs Berries 150 gr,2025-12,2.0,0.14315361174723357,-0.9284231941263832
17504,Activator 200 Fruit Boost 30 x 25 ml,2025-12,1.0,1.0004542544106698,0.00045425441066981875
18101,Recovery Drink Strawberry-Banana 20 x 60 g,2025-12,1.0,0.5631918191372286,-0.4368081808627714
4616,Salt Caps 120 Caps,2025-12,1.0,1.292726750338956,0.2927267503389559
8212,Competition Orange 800 g,2025-12,1.0,0.36789031463547583,-0.6321096853645242
8213,Competition Citrus 800 g,2025-12,1.0,0.6020944164661052,-0.3979055835338948
8216,Competition Fruitmix 800 g,2025-12,1.0,0.33577150487723284,-0.6642284951227672
1015,Electrolytes Fruitmix 10 Tabs,2025-12,0.0,0.08434407752627947,
10750,Crunchy Protein Raspberry 12 x 50 g,2025-12,0.0,0.10686590014291825,
10752,Crunchy Protein Peanut-Caramel 12 x 50 g,2025-12,0.0,0.0869850137717714,
10755,Protein Crunchy Cookies Cream 15 x 50 g,2025-12,0.0,0.03604042820972361,
10757,Protein Crunchy Strawberry 15 x 50 g,2025-12,0.0,0.06501345010435275,
12100,Magnesium Plus Fruitmix 20 x 6.5 g,2025-12,0.0,0.2640157661536259,
12121,Low Carb Burner Wild Berries 20 x 6g,2025-12,0.0,0.15205476134539392,
12125,Lipox Burner Raspberry 110 g,2025-12,0.0,0.21374506921058717,
12132,Electrolytes Lemon 12 x 10 Tabs,2025-12,0.0,0.05210563582070031,
12134,Electrolytes Red Orange 12 x 10 Tabs,2025-12,0.0,0.6904906131375999,
12138,Electrolytes Cherry 12 x 10 Tabs,2025-12,0.0,0.8526504277031024,
1295,Activator 200 Cola-Lemon UNIDAD 25ml,2025-12,0.0,0.04554513970110924,
1297,High Energy Banana 45 g,2025-12,0.0,0.03630238507730544,
1298,High Energy Berry 45 g,2025-12,0.0,0.03630238507730544,
1299,Liquid Energy BCAA Strawberry Banana 70 g,2025-12,0.0,0.03978526763755419,
13014,Carnitin 1000 Red Orange 400 g,2025-12,0.0,0.1276434191414999,
13016,Carnitin 1000 Lemon-Elderberry 400 g,2025-12,0.0,0.07196031684988546,
1302,Power Gums Sour 75 g UNIDAD,2025-12,0.0,0.03604042820972361,
1303,Power Gums Fruitmix 75 g UNIDAD,2025-12,0.0,0.03604042820972361,
1306,Carbo Fuel Blackcurrant 10 x 83g,2025-12,0.0,0.1409372813803928,
1307,Carbo Hydrogel Neutral 20 x 60 g,2025-12,0.0,0.35250811404618254,
1308,Carbo Hydrogel Mint 20 x 60g,2025-12,0.0,0.33682199717919564,
1309,Sport Biotics 90 caps,2025-12,0.0,0.11343615422955725,
14210,Oat Pack Macadamia & Chufas 30 x 60 g,2025-12,0.0,0.03667086398084296,
14218,Oat Pack Creamy Caramel 25 x 50 g,2025-12,0.0,0.23521891123354188,
15026,High Energy Salty + Nuts 30 x 45 g,2025-12,0.0,0.5593185745170468,
15030,High Energy Apricot-Vanilla 30 x 45 g,2025-12,0.0,0.3845478294248491,
15032,High Energy Berry 30 x 45 g,2025-12,0.0,0.2189938078821685,
15034,High Energy Banana 30 x 45 g,2025-12,0.0,0.5861038537049517,
15041,Energy Balls Blueberry 18 x 45 g,2025-12,0.0,0.1031467553595758,
15043,Energy Balls Mango 18 x 45 g,2025-12,0.0,0.12379171378656925,
15045,Energy Balls Salted Caramel 18 x 45 g,2025-12,0.0,0.14659516464436131,
17114,Liquid Energy Plus 40 x 35 g,2025-12,0.0,0.19178277085189466,
17115,Liquid Energy Ultra 40 x 25 g,2025-12,0.0,0.036582935191326146,
17143,Liquid Energy Salty 40 x 35 g,2025-12,0.0,0.09658610537719875,
17322,Liquid Energy Plus 18 x 70 g,2025-12,0.0,1.1541288529206746,
17323,Liquid Energy Plus Cola-Lemon 20 x 70 g,2025-12,0.0,0.06221434755955463,
17400,Liquid Energy BCAA Strawberry Banana 18 x 70 g,2025-12,0.0,0.9177663296573607,
17501,Carnitin 1000 Peach 30 x 25 ml,2025-12,0.0,0.4589550874601159,
17505,Mental Focus Grape-Cherry 5 x 25 ml,2025-12,0.0,0.03604042820972361,
17508,Activator 200 Cola-Lemon 30 x 25 ml,2025-12,0.0,0.11793354132422465,
17521,Caffeine Caps 90 Caps,2025-12,0.0,0.140927761091597,
17700,Power Gums Fruitmix 20 x 75 g,2025-12,0.0,0.29949667228090626,
17704,Power Gums Cola 20 x 75 g,2025-12,0.0,0.25260557747633966,
17706,Power Gums Sour 20 x 75 g,2025-12,0.0,0.277706320810481,
18100,Recovery Drink Strawberry-Banana 6 x 60,2025-12,0.0,0.03604042820972361,
18121,Recovery Drink Strawberry-Banana 1200 g,2025-12,0.0,0.2253684112626091,
20002,Creatine Monohydrate Pure 500 g,2025-12,0.0,0.6897768080666958,
21008,Soft Flask 500ml,2025-12,0.0,0.04868263131383502,
21010,Wave Shaker 600ml,2025-12,0.0,0.07534841203647692,
25002,Sponser Cap white with net,2025-12,0.0,0.036462031811096356,
26004,Bottle transparent/red 500 ml,2025-12,0.0,0.164737681920596,
26005,Bottle pink/silver 500 ml,2025-12,0.0,0.2650664531653796,
26006,Bottle silver/black 500 ml,2025-12,0.0,0.13738757124840084,
26007,Bottle red/silver 500 ml,2025-12,0.0,0.064570380889096,
26008,Bottle blue metallic/silver 500 ml,2025-12,0.0,0.16829968538622042,
26009,Bottle black/silver 500 ml,2025-12,0.0,0.4165151026673788,
26010,Bottle pink transparent/silver 500 ml,2025-12,0.0,0.0460242263830153,
26020,Pro bottle 500 ml white/red,2025-12,0.0,0.10113965037163392,
26093,Pro bottle 750 ml white/red,2025-12,0.0,0.06691002796977652,
26100,Bottle transparent/red 1000 ml,2025-12,0.0,0.18415164702724574,
26101,Bottle white/red 750 ml,2025-12,0.0,0.39719111064762613,
26104,Bottle white/red 1000 ml,2025-12,0.0,0.09052634444078259,
26107,Replacement Cap Bottles 500ml / 750ml,2025-12,0.0,0.07787322690999778,
26111,Bottle blue metallic/silver 750 ml,2025-12,0.0,0.03809406352499826,
26117,Bottle orange/silver 750 ml,2025-12,0.0,0.04373068445799126,
26121,Bottle red/silver 750 ml,2025-12,0.0,0.08769555908486713,
26124,Bottle black/silver 750 ml,2025-12,0.0,0.0848034465750844,
26127,Bottle transparent/red 750 ml,2025-12,0.0,0.08184692123733447,
26141,Bottle cyan blue/orange 750 ml,2025-12,0.0,0.03745742521859445,
26142,Bottle white/gold 750 ml,2025-12,0.0,0.05123658993432795,
26151,Bottle transparent / Hockey Cap 1000 ml,2025-12,0.0,0.04608911142787246,
2621,Cereal Energy Plus Cranberry 15 x 40 g,2025-12,0.0,0.133522155529589,
2721,Cereal Energy Bar Strawberry 20 x 40 g,2025-12,0.0,0.22904713056070453,
3525,Recovery Shake Banana 900 g,2025-12,0.0,0.05508946916895917,
3527,Recovery Shake Vanilla 900 g,2025-12,0.0,0.08204679670565881,
4004,Maltodextrin 100 Pure 900 g,2025-12,0.0,0.22546879992786173,
44017,Whey Isolate 94 Strawberry 1500 g,2025-12,0.0,0.04046817038918024,
44018,Whey Isolate 94 Vanilla 1500 g,2025-12,0.0,0.04046817038918024,
44019,Whey Isolate 94 Chocolate 1500 g,2025-12,0.0,0.036582935191326146,
44022,Amino 12500 Cherry 30 x 25 ml,2025-12,0.0,0.831657707108475,
44031,Mass Gainer Vanilla 1200 g,2025-12,0.0,0.034331219449178385,
44033,Mass Gainer Chocolate 1200 g,2025-12,0.0,0.04569046860162961,
44056,HMB & Creatine Synergy Pure 320 g,2025-12,0.0,0.04662925185590391,
44060,Protein 50 Chocolate 20 x 70 g,2025-12,0.0,0.041649898268711696,
44071,Red Beet Vinitrox 4 x 60 ml,2025-12,0.0,0.27951771711103796,
44072,Nitroflow Performance 10 x 7 g,2025-12,0.0,0.276927948333227,
4500,Carbo Loader Citrus-Orange 1200 g,2025-12,0.0,0.2241147073549048,
45002,Basic Minerals Citrus 400 g,2025-12,0.0,0.04046817038918024,
45005,Relax & Recover Orange-Peach 120g,2025-12,0.0,0.20365569298872696,
45006,Daily Greens 90 Caps,2025-12,0.0,0.3333457969985677,
4502,Carbo Loader Citrus-Orange 15 x 75 g,2025-12,0.0,0.24027939049615787,
45117,Protein Low Carb Choco Brownie 25 x 50 g,2025-12,0.0,0.1546921691634737,
45120,Protein Low Carb Mocca White Choco 25 x 50 g,2025-12,0.0,0.041649898268711696,
45207,Glucosamin Chondroitin 180 Tabs,2025-12,0.0,0.38460059056370177,
45212,Omega-3 Plus Citrus 150 ml,2025-12,0.0,0.09865921005699883,
45215,MCT Oil Neutral 500 ml,2025-12,0.0,0.0737814965085295,
45225,Lactoferrin 90 Caps,2025-12,0.0,0.2789518220245237,
4614,Lactat Buffer Lemon 600 g,2025-12,0.0,0.09327751380191149,
4620,Muscle Relax 4 x 30 ml,2025-12,0.0,1.388662162804068,
4700,Long Energy Berry 1000 g,2025-12,0.0,0.19607329269882084,
4703,Long Energy Citrus 20 x 60 g,2025-12,0.0,0.08581358959704466,
4706,Long Energy Fruitmix 1200 g,2025-12,0.0,0.17308443044903737,
4708,Long Energy Citrus 700 g,2025-12,0.0,0.039057520654406784,
4710,Long Energy Fruit Mix 700 g,2025-12,0.0,0.041649898268711696,
6153,Beta Alanine 140 Tabs,2025-12,0.0,0.3030344498537926,
6304,BCAA Instant Cola 200 g,2025-12,0.0,0.04608911142787246,
6307,BCAA 350 Caps,2025-12,0.0,0.03773379221539261,
7151,Whey Isolate 94 Banana 1500 g,2025-12,0.0,0.03745742521859445,
7152,Whey Isolate 94 Strawberry 1500 g,2025-12,0.0,0.03773379221539261,
7153,Whey Isolate 94 Vanilla 1500 g,2025-12,0.0,0.03809406352499826,
7154,Whey Isolate 94 Chocolate 1500 g,2025-12,0.0,0.041649898268711696,
7160,Clear Iso Whey Blueberry 450 gr,2025-12,0.0,0.2339379755331479,
7161,Clear Iso Whey Orange-Yuzu 450gr,2025-12,0.0,0.21691990119223958,
7162,Clear Iso Whey Watermelon 450gr,2025-12,0.0,0.37301604138711925,
7706,Vegan Protein Neutral 480 g,2025-12,0.0,0.03360783992218397,
7707,Vegan Protein Chocolate 480 g,2025-12,0.0,0.048472278529026594,
7715,Senior Protein Orange-Yoghurt 455 g,2025-12,0.0,0.14752910191625196,
7716,Senior Protein Chocolate 455 g,2025-12,0.0,0.041649898268711696,
8029,Isotonic Red Orange 20 x 52 g,2025-12,0.0,0.14517167763953298,
8050,Isotonic Red Orange 500 g,2025-12,0.0,0.0369334822714972,
8118,Isotonic Fruitmix 1000 g,2025-12,0.0,0.15336072974504159,
8123,Isotonic Red Orange 1000 g,2025-12,0.0,0.07910496696856648,
8143,Isotonic Peach 1000 g,2025-12,0.0,0.1728365443827166,
8153,Isotonic Citrus 1000 g,2025-12,0.0,0.0452910430598967,
8154,Isotonic Ice Tea 1000 g,2025-12,0.0,0.11306961737551896,
8166,Competition Citrus 400 g,2025-12,0.0,0.03773379221539261,
8168,Competition Fruitmix 400 g,2025-12,0.0,0.03968174069519392,
8169,Competition Raspberry 400 g,2025-12,0.0,0.039765256598617536,
8170,Competition Orange 500 g,2025-12,0.0,0.04036447590224869,
8202,Competition Orange 1000 g,2025-12,0.0,0.4197215895359261,
8203,Competition Citrus 1000 g,2025-12,0.0,0.2373350356722681,
8205,Competition Raspberry 1000 g,2025-12,0.0,0.8194217774446556,
8206,Competition Fruitmix 1000 g,2025-12,0.0,0.7437545359014024,
8207,Competition Cool Mint 1000 g,2025-12,0.0,0.39427087574490993,
