codigo_producto,descripcion,mes,real,pronosticado,error_pct
26001,Bottle white/red 500 ml,2025-12,61.0,1.301806479480959,-0.9786589101724433
26123,Bottle silver/black 750 ml,2025-12,32.0,0.29413936963029075,-0.9908081446990534
44052,Pre-Workout Booster Apple-Raspberry 256 g,2025-12,17.0,0.06267402702938962,-0.9963132925276831
6210,L-Glutamine 350 g,2025-12,17.0,0.04193456354719369,-0.9975332609678121
45203,Immunoguard Blackcurrant 10 x 4 g,2025-12,4.0,0.2582221301271255,-0.9354444674682186
12136,Electrolytes Berry 12 x 10 Tabs,2025-12,3.0,1.464816602589525,-0.511727799136825
12130,Electrolytes Fruitmix 12 x 10 Tabs,2025-12,2.0,1.0804995733723224,-0.4597502133138388
17222,Liquid Energy Pure 18 x 70 g,2025-12,2.0,0.5339311566707851,-0.7330344216646074
17507,Magnesium 375 Exotic 30 x 25 ml,2025-12,2.0,1.2571286038599885,-0.37143569807000576
45003,Mental Focus Herbs Berries 150 gr,2025-12,2.0,0.10859728301382068,-0.9457013584930897
17504,Activator 200 Fruit Boost 30 x 25 ml,2025-12,1.0,1.256970881004242,0.2569708810042419
18101,Recovery Drink Strawberry-Banana 20 x 60 g,2025-12,1.0,0.2959608373007107,-0.7040391626992892
4616,Salt Caps 120 Caps,2025-12,1.0,1.5125085933977895,0.5125085933977895
8212,Competition Orange 800 g,2025-12,1.0,0.17595417740554803,-0.824045822594452
8213,Competition Citrus 800 g,2025-12,1.0,0.3522262617034635,-0.6477737382965365
8216,Competition Fruitmix 800 g,2025-12,1.0,0.16571301663152355,-0.8342869833684765
1015,Electrolytes Fruitmix 10 Tabs,2025-12,0.0,0.0518624320432158,
10750,Crunchy Protein Raspberry 12 x 50 g,2025-12,0.0,0.11060900266200445,
10752,Crunchy Protein Peanut-Caramel 12 x 50 g,2025-12,0.0,0.05484345317230907,
10755,Protein Crunchy Cookies Cream 15 x 50 g,2025-12,0.0,0.027454557893135025,
10757,Protein Crunchy Strawberry 15 x 50 g,2025-12,0.0,0.0396883347180626,
12100,Magnesium Plus Fruitmix 20 x 6.5 g,2025-12,0.0,0.1921043909085583,
12121,Low Carb Burner Wild Berries 20 x 6g,2025-12,0.0,0.11206687465502954,
12125,Lipox Burner Raspberry 110 g,2025-12,0.0,0.12329534989058497,
12132,Electrolytes Lemon 12 x 10 Tabs,2025-12,0.0,0.03147057164211814,
12134,Electrolytes Red Orange 12 x 10 Tabs,2025-12,0.0,0.7745626685336997,
12138,Electrolytes Cherry 12 x 10 Tabs,2025-12,0.0,0.9705509259802791,
1295,Activator 200 Cola-Lemon UNIDAD 25ml,2025-12,0.0,0.027027033237861077,
1297,High Energy Banana 45 g,2025-12,0.0,0.02567140897854398,
1298,High Energy Berry 45 g,2025-12,0.0,0.02567140897854398,
1299,Liquid Energy BCAA Strawberry Banana 70 g,2025-12,0.0,0.028288373603159916,
13014,Carnitin 1000 Red Orange 400 g,2025-12,0.0,0.0716953577792976,
13016,Carnitin 1000 Lemon-Elderberry 400 g,2025-12,0.0,0.05520650615224455,
1302,Power Gums Sour 75 g UNIDAD,2025-12,0.0,0.02567140897854398,
1303,Power Gums Fruitmix 75 g UNIDAD,2025-12,0.0,0.02567140897854398,
1306,Carbo Fuel Blackcurrant 10 x 83g,2025-12,0.0,0.11643731670616245,
1307,Carbo Hydrogel Neutral 20 x 60 g,2025-12,0.0,0.3403656095388833,
1308,Carbo Hydrogel Mint 20 x 60g,2025-12,0.0,0.2842080516360214,
1309,Sport Biotics 90 caps,2025-12,0.0,0.060659292529132304,
14210,Oat Pack Macadamia & Chufas 30 x 60 g,2025-12,0.0,0.02567140897854398,
14218,Oat Pack Creamy Caramel 25 x 50 g,2025-12,0.0,0.21461447082107404,
15026,High Energy Salty + Nuts 30 x 45 g,2025-12,0.0,0.32780626451773165,
15030,High Energy Apricot-Vanilla 30 x 45 g,2025-12,0.0,0.41298240317101315,
15032,High Energy Berry 30 x 45 g,2025-12,0.0,0.10894800762927292,
15034,High Energy Banana 30 x 45 g,2025-12,0.0,0.40216822053272466,
15041,Energy Balls Blueberry 18 x 45 g,2025-12,0.0,0.12184022222517192,
15043,Energy Balls Mango 18 x 45 g,2025-12,0.0,0.142698995878317,
15045,Energy Balls Salted Caramel 18 x 45 g,2025-12,0.0,0.0701431797410838,
17114,Liquid Energy Plus 40 x 35 g,2025-12,0.0,0.14613570516928506,
17115,Liquid Energy Ultra 40 x 25 g,2025-12,0.0,0.02567140897854398,
17143,Liquid Energy Salty 40 x 35 g,2025-12,0.0,0.048897379701284036,
17322,Liquid Energy Plus 18 x 70 g,2025-12,0.0,0.7032072494690446,
17323,Liquid Energy Plus Cola-Lemon 20 x 70 g,2025-12,0.0,0.03615814955739051,
17400,Liquid Energy BCAA Strawberry Banana 18 x 70 g,2025-12,0.0,1.0381723771169593,
17501,Carnitin 1000 Peach 30 x 25 ml,2025-12,0.0,0.23483170814566146,
17505,Mental Focus Grape-Cherry 5 x 25 ml,2025-12,0.0,0.02567140897854398,
17508,Activator 200 Cola-Lemon 30 x 25 ml,2025-12,0.0,0.048557146237809656,
17521,Caffeine Caps 90 Caps,2025-12,0.0,0.11859311565153222,
17700,Power Gums Fruitmix 20 x 75 g,2025-12,0.0,0.2599741695684079,
17704,Power Gums Cola 20 x 75 g,2025-12,0.0,0.16979349185609233,
17706,Power Gums Sour 20 x 75 g,2025-12,0.0,0.234168630539825,
18100,Recovery Drink Strawberry-Banana 6 x 60,2025-12,0.0,0.02567140897854398,
18121,Recovery Drink Strawberry-Banana 1200 g,2025-12,0.0,0.15772770356194293,
20002,Creatine Monohydrate Pure 500 g,2025-12,0.0,0.6610676207835027,
21008,Soft Flask 500ml,2025-12,0.0,0.03304762552176206,
21010,Wave Shaker 600ml,2025-12,0.0,0.043204951355388724,
25002,Sponser Cap white with net,2025-12,0.0,0.02567140897854398,
26004,Bottle transparent/red 500 ml,2025-12,0.0,0.26179452203967873,
26005,Bottle pink/silver 500 ml,2025-12,0.0,0.1696012293315305,
26006,Bottle silver/black 500 ml,2025-12,0.0,0.14266121201536258,
26007,Bottle red/silver 500 ml,2025-12,0.0,0.035211073082832105,
26008,Bottle blue metallic/silver 500 ml,2025-12,0.0,0.19104812062328064,
26009,Bottle black/silver 500 ml,2025-12,0.0,0.27419067814087345,
26010,Bottle pink transparent/silver 500 ml,2025-12,0.0,0.02567140897854398,
26020,Pro bottle 500 ml white/red,2025-12,0.0,0.03580897445784816,
26093,Pro bottle 750 ml white/red,2025-12,0.0,0.03489629913288512,
26100,Bottle transparent/red 1000 ml,2025-12,0.0,0.15961128671789354,
26101,Bottle white/red 750 ml,2025-12,0.0,0.3750935321307388,
26104,Bottle white/red 1000 ml,2025-12,0.0,0.0784594285425564,
26107,Replacement Cap Bottles 500ml / 750ml,2025-12,0.0,0.03131507338764833,
26111,Bottle blue metallic/silver 750 ml,2025-12,0.0,0.027950169480892163,
26117,Bottle orange/silver 750 ml,2025-12,0.0,0.027684026515029436,
26121,Bottle red/silver 750 ml,2025-12,0.0,0.05765742458329429,
26124,Bottle black/silver 750 ml,2025-12,0.0,0.0832197389808856,
26127,Bottle transparent/red 750 ml,2025-12,0.0,0.11860099827412778,
26141,Bottle cyan blue/orange 750 ml,2025-12,0.0,0.02567140897854398,
26142,Bottle white/gold 750 ml,2025-12,0.0,0.02855207039890799,
26151,Bottle transparent / Hockey Cap 1000 ml,2025-12,0.0,0.0312335155697274,
2621,Cereal Energy Plus Cranberry 15 x 40 g,2025-12,0.0,0.12418626512768208,
2721,Cereal Energy Bar Strawberry 20 x 40 g,2025-12,0.0,0.14664471745035945,
3525,Recovery Shake Banana 900 g,2025-12,0.0,0.036762288952166225,
3527,Recovery Shake Vanilla 900 g,2025-12,0.0,0.040926637965964664,
4004,Maltodextrin 100 Pure 900 g,2025-12,0.0,0.18717515992412181,
44017,Whey Isolate 94 Strawberry 1500 g,2025-12,0.0,0.02937940740771353,
44018,Whey Isolate 94 Vanilla 1500 g,2025-12,0.0,0.028336153334271807,
44019,Whey Isolate 94 Chocolate 1500 g,2025-12,0.0,0.02567140897854398,
44022,Amino 12500 Cherry 30 x 25 ml,2025-12,0.0,1.0733530195446455,
44031,Mass Gainer Vanilla 1200 g,2025-12,0.0,0.02567140897854398,
44033,Mass Gainer Chocolate 1200 g,2025-12,0.0,0.035570977662747735,
44056,HMB & Creatine Synergy Pure 320 g,2025-12,0.0,0.03694451774341302,
44060,Protein 50 Chocolate 20 x 70 g,2025-12,0.0,0.03250945461102889,
44071,Red Beet Vinitrox 4 x 60 ml,2025-12,0.0,0.12426459050300784,
44072,Nitroflow Performance 10 x 7 g,2025-12,0.0,0.21588621103528177,
4500,Carbo Loader Citrus-Orange 1200 g,2025-12,0.0,0.15720246423640755,
45002,Basic Minerals Citrus 400 g,2025-12,0.0,0.028856633621067405,
45005,Relax & Recover Orange-Peach 120g,2025-12,0.0,0.1324755031051452,
45006,Daily Greens 90 Caps,2025-12,0.0,0.28954357343795667,
4502,Carbo Loader Citrus-Orange 15 x 75 g,2025-12,0.0,0.19831060293307068,
45117,Protein Low Carb Choco Brownie 25 x 50 g,2025-12,0.0,0.11693441480107766,
45120,Protein Low Carb Mocca White Choco 25 x 50 g,2025-12,0.0,0.03250945461102889,
45207,Glucosamin Chondroitin 180 Tabs,2025-12,0.0,0.19389878570992808,
45212,Omega-3 Plus Citrus 150 ml,2025-12,0.0,0.06375117807529121,
45215,MCT Oil Neutral 500 ml,2025-12,0.0,0.03645937210117543,
45225,Lactoferrin 90 Caps,2025-12,0.0,0.19148642986148043,
4614,Lactat Buffer Lemon 600 g,2025-12,0.0,0.049242052819771155,
4620,Muscle Relax 4 x 30 ml,2025-12,0.0,1.7229484656892733,
4700,Long Energy Berry 1000 g,2025-12,0.0,0.1373872097589722,
4703,Long Energy Citrus 20 x 60 g,2025-12,0.0,0.05861241339303208,
4706,Long Energy Fruitmix 1200 g,2025-12,0.0,0.15676657130904503,
4708,Long Energy Citrus 700 g,2025-12,0.0,0.02974532361303644,
4710,Long Energy Fruit Mix 700 g,2025-12,0.0,0.02972212361222665,
6153,Beta Alanine 140 Tabs,2025-12,0.0,0.1548037123080761,
6304,BCAA Instant Cola 200 g,2025-12,0.0,0.03249272978662968,
6307,BCAA 350 Caps,2025-12,0.0,0.02567140897854398,
7151,Whey Isolate 94 Banana 1500 g,2025-12,0.0,0.028762491683504976,
7152,Whey Isolate 94 Strawberry 1500 g,2025-12,0.0,0.030925998991023964,
7153,Whey Isolate 94 Vanilla 1500 g,2025-12,0.0,0.029770529188895715,
7154,Whey Isolate 94 Chocolate 1500 g,2025-12,0.0,0.0312335155697274,
7160,Clear Iso Whey Blueberry 450 gr,2025-12,0.0,0.08965529523411742,
7161,Clear Iso Whey Orange-Yuzu 450gr,2025-12,0.0,0.16825213820635715,
7162,Clear Iso Whey Watermelon 450gr,2025-12,0.0,0.23954340894253884,
7706,Vegan Protein Neutral 480 g,2025-12,0.0,0.02567140897854398,
7707,Vegan Protein Chocolate 480 g,2025-12,0.0,0.02807632526391367,
7715,Senior Protein Orange-Yoghurt 455 g,2025-12,0.0,0.12992969064554893,
7716,Senior Protein Chocolate 455 g,2025-12,0.0,0.03225690341550681,
8029,Isotonic Red Orange 20 x 52 g,2025-12,0.0,0.1084136509863573,
8050,Isotonic Red Orange 500 g,2025-12,0.0,0.027695229969271047,
8118,Isotonic Fruitmix 1000 g,2025-12,0.0,0.09096990903729558,
8123,Isotonic Red Orange 1000 g,2025-12,0.0,0.04408251790103816,
8143,Isotonic Peach 1000 g,2025-12,0.0,0.1311482678319555,
8153,Isotonic Citrus 1000 g,2025-12,0.0,0.02988726545511644,
8154,Isotonic Ice Tea 1000 g,2025-12,0.0,0.11218167819884828,
8166,Competition Citrus 400 g,2025-12,0.0,0.02567140897854398,
8168,Competition Fruitmix 400 g,2025-12,0.0,0.03234521277148642,
8169,Competition Raspberry 400 g,2025-12,0.0,0.03140693046112669,
8170,Competition Orange 500 g,2025-12,0.0,0.03104850321031476,
8202,Competition Orange 1000 g,2025-12,0.0,0.3347113458205925,
8203,Competition Citrus 1000 g,2025-12,0.0,0.09179167274038526,
8205,Competition Raspberry 1000 g,2025-12,0.0,0.725102992958395,
8206,Competition Fruitmix 1000 g,2025-12,0.0,0.5687690778386659,
8207,Competition Cool Mint 1000 g,2025-12,0.0,0.4140547813514296,
8208,Tokyo Competition Orange 1000 g,2025-12,0.0,0.02567140897854398,
82080,Premium Plant Protein Vanille 455 g,2025-12,0.0,0.03956783379095869,
8210,Ultra Competition Neutral 1000 g,2025-12,0.0,0.35774326267618495,
8215,Competition Raspberry 800 g,2025-12,0.0,0.10947879062459262,
8217,Competition Cool Mint 800 g,2025-12,0.0,0.21957855113592328,
8222,Competition Orange 20 x 60 g,2025-12,0.0,0.317973102517896,
8225,Carbo Fuel Blackcurrant 1000 g,2025-12,0.0,0.18741434251951442,
9302,Power Porridge Apple-Vanilla 840 g,2025-12,0.0,0.08188429501097066,
17322,Liquid Energy Plus 18 x 70 g,2026-01,17.0,12.792948907727531,-0.24747359366308638
12136,Electrolytes Berry 12 x 10 Tabs,2026-01,16.0,16.067433365851258,0.004214585365703627
4616,Salt Caps 120 Caps,2026-01,16.0,17.998571985732582,0.12491074910828637
17504,Activator 200 Fruit Boost 30 x 25 ml,2026-01,15.5,15.536132864713505,0.002331152562161589
12130,Electrolytes Fruitmix 12 x 10 Tabs,2026-01,14.0,12.070375672623038,-0.1378303090983544
8212,Competition Orange 800 g,2026-01,13.0,2.9101382352856104,-0.7761432126703376
17400,Liquid Energy BCAA Strawberry Banana 18 x 70 g,2026-01,12.5,16.02624894946129,0.28209991595690326
8206,Competition Fruitmix 1000 g,2026-01,12.0,6.710475695333198,-0.44079369205556684
20002,Creatine Monohydrate Pure 500 g,2026-01,10.0,7.412378042822475,-0.2587621957177525
26020,Pro bottle 500 ml white/red,2026-01,10.0,0.5498580994576798,-0.945014190054232
26093,Pro bottle 750 ml white/red,2026-01,10.0,0.5388476070942716,-0.9461152392905727
26101,Bottle white/red 750 ml,2026-01,9.0,6.3047055908393235,-0.2994771565734085
15034,High Energy Banana 30 x 45 g,2026-01,8.0,5.199369741987441,-0.35007878225156985
12134,Electrolytes Red Orange 12 x 10 Tabs,2026-01,7.0,7.3516253373658635,0.05023219105226622
17222,Liquid Energy Pure 18 x 70 g,2026-01,7.0,7.802977766760714,0.11471110953724484
26001,Bottle white/red 500 ml,2026-01,7.0,13.352843455664994,0.9075490650949991
17507,Magnesium 375 Exotic 30 x 25 ml,2026-01,6.0,15.80730039123679,1.6345500652061318
6153,Beta Alanine 140 Tabs,2026-01,6.0,2.198298199608745,-0.6336169667318758
