codigo_producto,descripcion,mes,real,pronosticado,error_pct
26001,Bottle white/red 500 ml,2025-12,61.0,0.9257335925492347,-0.984824039466406
26123,Bottle silver/black 750 ml,2025-12,32.0,0.2832539376191862,-0.9911483144494004
44052,Pre-Workout Booster Apple-Raspberry 256 g,2025-12,17.0,0.14043748225928948,-0.9917389716318065
6210,L-Glutamine 350 g,2025-12,17.0,0.055570726641007484,-0.9967311337269995
45203,Immunoguard Blackcurrant 10 x 4 g,2025-12,4.0,0.37033648805188407,-0.9074158779870289
12136,Electrolytes Berry 12 x 10 Tabs,2025-12,3.0,1.3016958119884299,-0.5661013960038567
12130,Electrolytes Fruitmix 12 x 10 Tabs,2025-12,2.0,0.8768425348384545,-0.5615787325807727
17222,Liquid Energy Pure 18 x 70 g,2025-12,2.0,0.4677262946047306,-0.7661368526976347
17507,Magnesium 375 Exotic 30 x 25 ml,2025-12,2.0,1.0480424492321718,-0.4759787753839141
45003,Mental Focus Herbs Berries 150 gr,2025-12,2.0,0.1846572828757828,-0.9076713585621086
17504,Activator 200 Fruit Boost 30 x 25 ml,2025-12,1.0,1.023310719417891,0.02331071941789098
18101,Recovery Drink Strawberry-Banana 20 x 60 g,2025-12,1.0,0.45036434876700504,-0.549635651232995
4616,Salt Caps 120 Caps,2025-12,1.0,1.247212219251607,0.24721221925160708
8212,Competition Orange 800 g,2025-12,1.0,0.4068635485515225,-0.5931364514484775
8213,Competition Citrus 800 g,2025-12,1.0,0.5439262251675592,-0.4560737748324408
8216,Competition Fruitmix 800 g,2025-12,1.0,0.3738655452807762,-0.6261344547192238
1015,Electrolytes Fruitmix 10 Tabs,2025-12,0.0,0.10340053342989927,
10750,Crunchy Protein Raspberry 12 x 50 g,2025-12,0.0,0.11347278997151483,
10752,Crunchy Protein Peanut-Caramel 12 x 50 g,2025-12,0.0,0.10171983823262007,
10755,Protein Crunchy Cookies Cream 15 x 50 g,2025-12,0.0,0.03502559949375664,
10757,Protein Crunchy Strawberry 15 x 50 g,2025-12,0.0,0.06945584800035792,
12100,Magnesium Plus Fruitmix 20 x 6.5 g,2025-12,0.0,0.3160809417372259,
12121,Low Carb Burner Wild Berries 20 x 6g,2025-12,0.0,0.16245658907130822,
12125,Lipox Burner Raspberry 110 g,2025-12,0.0,0.2165346806280089,
12132,Electrolytes Lemon 12 x 10 Tabs,2025-12,0.0,0.056711095456484825,
12134,Electrolytes Red Orange 12 x 10 Tabs,2025-12,0.0,0.7577503810432388,
12138,Electrolytes Cherry 12 x 10 Tabs,2025-12,0.0,1.0764195318624803,
1295,Activator 200 Cola-Lemon UNIDAD 25ml,2025-12,0.0,0.04543618958518274,
1297,High Energy Banana 45 g,2025-12,0.0,0.03530761163330058,
1298,High Energy Berry 45 g,2025-12,0.0,0.03530761163330058,
1299,Liquid Energy BCAA Strawberry Banana 70 g,2025-12,0.0,0.04009789904748775,
13014,Carnitin 1000 Red Orange 400 g,2025-12,0.0,0.15373849191526343,
13016,Carnitin 1000 Lemon-Elderberry 400 g,2025-12,0.0,0.08601378048307419,
1302,Power Gums Sour 75 g UNIDAD,2025-12,0.0,0.035690472729220754,
1303,Power Gums Fruitmix 75 g UNIDAD,2025-12,0.0,0.035690472729220754,
1306,Carbo Fuel Blackcurrant 10 x 83g,2025-12,0.0,0.1477969735280344,
1307,Carbo Hydrogel Neutral 20 x 60 g,2025-12,0.0,0.408034314250097,
1308,Carbo Hydrogel Mint 20 x 60g,2025-12,0.0,0.34190152725972306,
1309,Sport Biotics 90 caps,2025-12,0.0,0.12506402491378485,
14210,Oat Pack Macadamia & Chufas 30 x 60 g,2025-12,0.0,0.03774948853434357,
14218,Oat Pack Creamy Caramel 25 x 50 g,2025-12,0.0,0.2882080887949152,
15026,High Energy Salty + Nuts 30 x 45 g,2025-12,0.0,0.45826605933432063,
15030,High Energy Apricot-Vanilla 30 x 45 g,2025-12,0.0,0.4251771712983743,
15032,High Energy Berry 30 x 45 g,2025-12,0.0,0.17039926242231412,
15034,High Energy Banana 30 x 45 g,2025-12,0.0,0.4753707301382383,
15041,Energy Balls Blueberry 18 x 45 g,2025-12,0.0,0.11013045146828476,
15043,Energy Balls Mango 18 x 45 g,2025-12,0.0,0.12316008839862866,
15045,Energy Balls Salted Caramel 18 x 45 g,2025-12,0.0,0.15848416717048291,
17114,Liquid Energy Plus 40 x 35 g,2025-12,0.0,0.2206595786571021,
17115,Liquid Energy Ultra 40 x 25 g,2025-12,0.0,0.03699594882216317,
17143,Liquid Energy Salty 40 x 35 g,2025-12,0.0,0.09771359042814876,
17322,Liquid Energy Plus 18 x 70 g,2025-12,0.0,0.6633284727487395,
17323,Liquid Energy Plus Cola-Lemon 20 x 70 g,2025-12,0.0,0.0723818966286286,
17400,Liquid Energy BCAA Strawberry Banana 18 x 70 g,2025-12,0.0,0.8909383402414917,
17501,Carnitin 1000 Peach 30 x 25 ml,2025-12,0.0,0.3767670823110778,
17505,Mental Focus Grape-Cherry 5 x 25 ml,2025-12,0.0,0.03502559949375664,
17508,Activator 200 Cola-Lemon 30 x 25 ml,2025-12,0.0,0.13178241889317807,
17521,Caffeine Caps 90 Caps,2025-12,0.0,0.15763569371426478,
17700,Power Gums Fruitmix 20 x 75 g,2025-12,0.0,0.34039992543613845,
17704,Power Gums Cola 20 x 75 g,2025-12,0.0,0.2889378089316418,
17706,Power Gums Sour 20 x 75 g,2025-12,0.0,0.3199978569405902,
18100,Recovery Drink Strawberry-Banana 6 x 60,2025-12,0.0,0.03502559949375664,
18121,Recovery Drink Strawberry-Banana 1200 g,2025-12,0.0,0.26074252699447564,
20002,Creatine Monohydrate Pure 500 g,2025-12,0.0,0.8413767251528694,
21008,Soft Flask 500ml,2025-12,0.0,0.04939885816122763,
21010,Wave Shaker 600ml,2025-12,0.0,0.08322483732337668,
25002,Sponser Cap white with net,2025-12,0.0,0.03652891268003548,
26004,Bottle transparent/red 500 ml,2025-12,0.0,0.17922047271718444,
26005,Bottle pink/silver 500 ml,2025-12,0.0,0.21465822906362064,
26006,Bottle silver/black 500 ml,2025-12,0.0,0.14994270057175849,
26007,Bottle red/silver 500 ml,2025-12,0.0,0.068351898288882,
26008,Bottle blue metallic/silver 500 ml,2025-12,0.0,0.1905315994524021,
26009,Bottle black/silver 500 ml,2025-12,0.0,0.35243447031223357,
26010,Bottle pink transparent/silver 500 ml,2025-12,0.0,0.042418303674518106,
26020,Pro bottle 500 ml white/red,2025-12,0.0,0.10283354606095327,
26093,Pro bottle 750 ml white/red,2025-12,0.0,0.06564504497779095,
26100,Bottle transparent/red 1000 ml,2025-12,0.0,0.19841876692064297,
26101,Bottle white/red 750 ml,2025-12,0.0,0.3648283851284292,
26104,Bottle white/red 1000 ml,2025-12,0.0,0.09283072498089423,
26107,Replacement Cap Bottles 500ml / 750ml,2025-12,0.0,0.0868214105976913,
26111,Bottle blue metallic/silver 750 ml,2025-12,0.0,0.03549773638358429,
26117,Bottle orange/silver 750 ml,2025-12,0.0,0.04326671483124749,
26121,Bottle red/silver 750 ml,2025-12,0.0,0.09897490881453844,
26124,Bottle black/silver 750 ml,2025-12,0.0,0.08924705027983693,
26127,Bottle transparent/red 750 ml,2025-12,0.0,0.09938331071534598,
26141,Bottle cyan blue/orange 750 ml,2025-12,0.0,0.03502559949375664,
