codigo_producto,real,pronosticado,error_pct
26001,150.0,69.7474474248732,-0.535017017167512
4616,114.0,111.38254734781626,-0.022960110984067927
12136,110.5,107.89320272110983,-0.023590925600816017
17507,100.5,107.61328221835812,0.07077892754585197
17504,90.73,106.08671385658062,0.1692572892822728
12130,79.25,77.03051854113957,-0.028006075190667872
8205,78.0,84.51777466639902,0.08356121367178232
17400,74.832,107.33763900434826,0.4343815346956953
8213,74.0,31.254630677495612,-0.577640125979789
4620,69.0,113.00768587479646,0.6377925489100937
8216,69.0,38.42328058273483,-0.443140861119785
20002,68.0,59.33363663178646,-0.12744652012078733
17322,67.0,86.03727680252278,0.28413845973914603
8215,55.0,29.675726576226964,-0.4604413349776916
17222,50.65,69.00219523652854,0.36233356834212316
12138,49.25,71.65095990742927,0.4548418255315587
8210,48.0,53.41700218839578,0.11285421225824536
44022,44.93,80.97067791915673,0.8021517453629363
1308,41.0,21.912974455873268,-0.4655372083933349
1307,40.5,23.831562023463412,-0.41156636979102684
8217,40.0,19.551013918823045,-0.5112246520294239
12134,39.5,55.42598951560911,0.40318960799010406
26123,38.0,14.367578933790382,-0.621905817531832
15034,33.5,33.44518714139792,-0.0016362047343903472
26093,30.0,3.370090170724768,-0.887663660975841
8206,30.0,62.19505622593425,1.073168540864475
45203,28.0,22.387922114158712,-0.20043135306576026
18101,24.5,21.449349961962046,-0.1245163280831818
15030,22.0,28.318340734045485,0.2871973060929766
7162,22.0,16.507888101101702,-0.24964144994992263
8212,22.0,21.951091751551676,-0.0022231022021965492
44052,22.0,7.130138734563743,-0.675902784792557
26101,22.0,32.58757100809448,0.4812532276406581
12100,21.0,23.772261020411317,0.13201242954339606
26020,20.0,3.438452002077717,-0.8280773998961142
17114,19.0,16.25569297229696,-0.14443721198437057
17521,19.0,10.539773002408964,-0.4452751051363703
45003,19.0,9.221027409219465,-0.5146827679358177
8222,19.0,24.54164760101659,0.2916656632113994
8203,18.0,0.0,-1.0
8143,18.0,15.211747842187151,-0.15490289765626938
15041,18.0,10.171014375079684,-0.43494364582890643
7161,18.0,12.947991965095376,-0.2806671130502569
8207,17.0,31.3786313179809,0.8458018422341707
45225,17.0,16.38156947299626,-0.036378266294337554
6153,17.0,13.961597888257897,-0.1787295359848296
6210,17.0,3.235275306785306,-0.8096896878361585
15043,16.5,12.139460475463082,-0.26427512269920717
8202,16.0,29.681229071380614,0.8550768169612883
