codigo_producto,real,pronosticado,error_pct
26001,150.0,65.33331184681816,-0.5644445876878789
4616,114.0,102.8236185005745,-0.09803843420548687
12136,110.5,100.63236114181105,-0.08929989916913081
17507,100.5,99.35692071640226,-0.011373923219878037
17504,90.73,93.29832820765343,0.028307375814542297
12130,79.25,69.79245501320347,-0.11933810708891526
8205,78.0,77.85953435071656,-0.0018008416574800251
17400,74.832,92.12656455232019,0.2311118846525577
8213,74.0,26.265506279993787,-0.6450607259460299
4620,69.0,98.9644570405187,0.4342674933408507
8216,69.0,30.694664176079524,-0.555149794549572
20002,68.0,53.16250297500953,-0.21819848566162456
17322,67.0,77.61173629846691,0.15838412385771505
8215,55.0,27.46384065902024,-0.5006574425632684
17222,50.65,64.22380957096918,0.2679922916282168
12138,49.25,64.97030895181432,0.3191940903921689
8210,48.0,34.12343713617088,-0.2890950596631067
44022,44.93,75.33718289132169,0.6767679254689893
1308,41.0,23.877559917823923,-0.4176204898091726
1307,40.5,25.934751715877503,-0.35963576010179005
8217,40.0,17.699689095226255,-0.5575077726193436
12134,39.5,42.641023593953804,0.07951958465705833
26123,38.0,13.448436970061378,-0.6460937639457531
15034,33.5,30.314009537738933,-0.09510419290331544
26093,30.0,2.614513274034155,-0.9128495575321948
8206,30.0,55.775222272962296,0.8591740757654098
45203,28.0,20.288994927908448,-0.27539303828898404
18101,24.5,20.72416497661375,-0.1541157152402551
15030,22.0,25.921014788774496,0.17822794494429528
7162,22.0,18.029739372491846,-0.18046639215946153
8212,22.0,19.865261481211824,-0.09703356903582616
44052,22.0,7.908403353779495,-0.6405271202827503
26101,22.0,31.836035428074346,0.44709251945792483
12100,21.0,21.476690842684523,0.02269956393735822
26020,20.0,2.751148146842187,-0.8624425926578907
17114,19.0,15.690676422282436,-0.17417492514302965
17521,19.0,11.102953687532677,-0.41563401644564857
45003,19.0,9.452456549574912,-0.5025022868644783
8222,19.0,23.666854479417164,0.24562391996932445
8203,18.0,30.280268232090176,0.6822371240050098
8143,18.0,15.573197800856848,-0.1348223443968418
15041,18.0,7.834423859443568,-0.5647542300309129
7161,18.0,14.080529165953171,-0.21774837966926824
8207,17.0,29.1803614232041,0.7164918484237707
45225,17.0,15.282316288006967,-0.10104021835253132
6153,17.0,13.041113512367478,-0.23287567574308957
6210,17.0,3.407354464185017,-0.7995673844597049
15043,16.5,10.385775250020844,-0.3705590757563125
8202,16.0,28.66119207510245,0.791324504693903
45207,16.0,15.424522735356739,-0.03596732904020383
21008,16.0,3.4303121040285447,-0.785605493498216
7160,15.0,17.521689668276395,0.16811264455175964
10750,14.5,10.976138757057386,-0.24302491330638715
17700,14.5,20.976999034284454,0.4466895885713416
15026,14.0,25.305403427288056,0.8075288162348612
18121,14.0,16.60673406808144,0.18619529057724574
17501,14.0,26.51873574124168,0.8941954100886915
17706,14.0,20.304834984671047,0.4503453560479319
17704,13.5,16.743740146714373,0.24027704790476836
12125,13.0,17.767459135088494,0.366727625776038
2621,12.0,12.09348048132084,0.007790040110070044
4004,12.0,24.238936481111857,1.0199113734259881
13014,11.0,9.210656648886433,-0.16266757737396065
45005,11.0,17.829342733525344,0.6208493394113949
4700,11.0,12.743883386307294,0.15853485330066308
25002,11.0,2.187952206961611,-0.8010952539125807
4502,10.0,13.654514712364854,0.3654514712364854
4500,10.0,13.357854824013474,0.3357854824013474
8225,10.0,18.043781707025843,0.8043781707025843
8154,10.0,12.350445306405284,0.23504453064052838
45212,10.0,6.663389753266594,-0.3336610246733406
13016,9.0,6.984299778597788,-0.22396669126691243
14218,9.0,20.509955567968294,1.2788839519964772
44072,9.0,26.35098229485247,1.9278869216502745
26008,9.0,14.46516132927906,0.6072401476976732
2721,9.0,13.060566084426702,0.45117400938074465
44071,9.0,30.994789236812988,2.4438654707569984
8153,9.0,2.2005352556807853,-0.755496082702135
17115,8.5,2.187952206961611,-0.7425938580045163
8123,8.0,5.346024315198243,-0.3317469606002196
9302,8.0,8.339337543995972,0.042417192999496534
12121,8.0,11.591281804362323,0.44891022554529036
26009,7.0,34.07137657573204,3.8673395108188626
1306,7.0,7.094133336853624,0.013447619550517764
1309,7.0,7.5723832048789665,0.08176902926842379
45006,7.0,24.66739222775203,2.523913175393147
8118,6.0,9.830070437641703,0.6383450729402839
10752,6.0,7.212072178121057,0.20201202968684276
21010,6.0,2.815622644407105,-0.5307295592654825
26104,6.0,18.05597970375242,2.0093299506254034
26121,6.0,7.870644749422486,0.31177412490374773
26005,5.0,13.64352031278583,1.728704062557166
26006,5.0,22.645137870270624,3.529027574054125
44056,4.0,2.611338790402436,-0.34716530239939103
26004,4.0,20.87917203402785,4.219793008506962
4614,4.0,7.6233621761183175,0.9058405440295794
7707,4.0,2.403582420593134,-0.39910439485171645
4706,3.0,12.643115578212242,3.2143718594040807
7706,3.0,2.187952206961611,-0.27068259767946296
7716,3.0,2.867606703595502,-0.04413109880149927
45117,3.0,10.672016938799,2.557338979599667
45215,3.0,7.266042401433399,1.422014133811133
15045,2.05,10.277838774146387,4.013579889827507
8029,2.0,10.921731769466485,4.460865884733242
7715,2.0,11.699993619366207,4.849996809683104
1015,0.0,10.096772932948838,
10757,0.0,9.056502944702308,
10755,0.0,2.393629908300999,
12132,0.0,8.182064293852799,
1295,0.0,2.3434278953773635,
1297,0.0,2.187952206961611,
15032,0.0,28.512503821102484,
14210,0.0,2.187952206961611,
1303,0.0,2.187952206961611,
1302,0.0,2.187952206961611,
1298,0.0,2.187952206961611,
1299,0.0,2.431650802394188,
18100,0.0,2.187952206961611,
26007,0.0,7.1100279962123585,
26010,0.0,2.4985108661965514,
26107,0.0,3.5665673831462787,
17323,0.0,8.501957642329353,
17143,0.0,14.305657604081208,
17508,0.0,19.177089024674693,
17505,0.0,2.187952206961611,
26141,0.0,2.187952206961611,
26142,0.0,2.514687996060294,
44060,0.0,2.8974833897186656,
44019,0.0,2.187952206961611,
44031,0.0,2.187952206961611,
44033,0.0,4.150371780648285,
3525,0.0,9.84585949581828,
3527,0.0,12.196122241102874,
44017,0.0,2.61375297185588,
44018,0.0,2.4908719164649833,
26151,0.0,2.752844361319641,
26100,0.0,12.547618845745365,
26117,0.0,3.3176914833121467,
26111,0.0,2.4555174969515066,
26124,0.0,17.041482558839004,
26127,0.0,19.4067386420784,
45002,0.0,2.5482818754241228,
45120,0.0,2.8974833897186656,
7153,0.0,2.657054883895358,
7154,0.0,3.063403020554581,
7151,0.0,2.190930401775156,
7152,0.0,2.649007147957819,
6307,0.0,2.187952206961611,
6304,0.0,2.878518734048235,
4710,0.0,2.9622544701729105,
4708,0.0,2.5879591881846538,
4703,0.0,6.674691842281911,
8170,0.0,2.720455889500813,
8168,0.0,2.917850971887619,
8166,0.0,2.187952206961611,
8050,0.0,2.4216110387086003,
8169,0.0,2.7714938480696207,
82080,0.0,2.7608743060574716,
8208,0.0,2.187952206961611,
