codigo_producto,descripcion,mes,real,pronosticado,error_pct
26001,Bottle white/red 500 ml,2025-12,61.0,1.5721623418533683,-0.9742268468548627
26123,Bottle silver/black 750 ml,2025-12,32.0,0.3552254866434587,-0.9888992035423919
44052,Pre-Workout Booster Apple-Raspberry 256 g,2025-12,17.0,0.08536808660382558,-0.9949783478468338
6210,L-Glutamine 350 g,2025-12,17.0,0.057118931434097166,-0.9966400628568178
45203,Immunoguard Blackcurrant 10 x 4 g,2025-12,4.0,0.3135435531841915,-0.9216141117039521
12136,Electrolytes Berry 12 x 10 Tabs,2025-12,3.0,1.7690259931960388,-0.41032466893465375
12130,Electrolytes Fruitmix 12 x 10 Tabs,2025-12,2.0,1.3031223372083858,-0.3484388313958071
17222,Liquid Energy Pure 18 x 70 g,2025-12,2.0,0.6448166228168608,-0.6775916885915696
17507,Magnesium 375 Exotic 30 x 25 ml,2025-12,2.0,1.518205878529185,-0.2408970607354075
45003,Mental Focus Herbs Berries 150 gr,2025-12,2.0,0.14792000292109342,-0.9260399985394533
17504,Activator 200 Fruit Boost 30 x 25 ml,2025-12,1.0,1.5180154001914574,0.5180154001914574
18101,Recovery Drink Strawberry-Banana 20 x 60 g,2025-12,1.0,0.35742523209216737,-0.6425747679078326
4616,Salt Caps 120 Caps,2025-12,1.0,1.9062329177376536,0.9062329177376536
8212,Competition Orange 800 g,2025-12,1.0,0.2124958939512142,-0.7875041060487857
8213,Competition Citrus 800 g,2025-12,1.0,0.4253757168905488,-0.5746242831094512
8216,Competition Fruitmix 800 g,2025-12,1.0,0.20012787492567774,-0.7998721250743223
1015,Electrolytes Fruitmix 10 Tabs,2025-12,0.0,0.07064164854245178,
10750,Crunchy Protein Raspberry 12 x 50 g,2025-12,0.0,0.15066015965409285,
10752,Crunchy Protein Peanut-Caramel 12 x 50 g,2025-12,0.0,0.07470208764263811,
10755,Protein Crunchy Cookies Cream 15 x 50 g,2025-12,0.0,0.026451903662838457,
10757,Protein Crunchy Strawberry 15 x 50 g,2025-12,0.0,0.05405935051507703,
12100,Magnesium Plus Fruitmix 20 x 6.5 g,2025-12,0.0,0.23200014276433126,
12121,Low Carb Burner Wild Berries 20 x 6g,2025-12,0.0,0.15264592231299295,
12125,Lipox Burner Raspberry 110 g,2025-12,0.0,0.16794019159440218,
12132,Electrolytes Lemon 12 x 10 Tabs,2025-12,0.0,0.04286596238911573,
12134,Electrolytes Red Orange 12 x 10 Tabs,2025-12,0.0,0.9512493202451066,
12138,Electrolytes Cherry 12 x 10 Tabs,2025-12,0.0,1.1721124765683184,
1295,Activator 200 Cola-Lemon UNIDAD 25ml,2025-12,0.0,0.026039992422496744,
1297,High Energy Banana 45 g,2025-12,0.0,0.024733876241349675,
1298,High Energy Berry 45 g,2025-12,0.0,0.024733876241349675,
1299,Liquid Energy BCAA Strawberry Banana 70 g,2025-12,0.0,0.027255268004744496,
13014,Carnitin 1000 Red Orange 400 g,2025-12,0.0,0.09765601162225086,
13016,Carnitin 1000 Lemon-Elderberry 400 g,2025-12,0.0,0.07519660091555061,
1302,Power Gums Sour 75 g UNIDAD,2025-12,0.0,0.024733876241349675,
1303,Power Gums Fruitmix 75 g UNIDAD,2025-12,0.0,0.024733876241349675,
1306,Carbo Fuel Blackcurrant 10 x 83g,2025-12,0.0,0.11218496747459797,
1307,Carbo Hydrogel Neutral 20 x 60 g,2025-12,0.0,0.4636108801250942,
1308,Carbo Hydrogel Mint 20 x 60g,2025-12,0.0,0.3871188547401164,
1309,Sport Biotics 90 caps,2025-12,0.0,0.05844398472858894,
14210,Oat Pack Macadamia & Chufas 30 x 60 g,2025-12,0.0,0.024733876241349675,
14218,Oat Pack Creamy Caramel 25 x 50 g,2025-12,0.0,0.2591850588854104,
15026,High Energy Salty + Nuts 30 x 45 g,2025-12,0.0,0.3958842367291656,
15030,High Energy Apricot-Vanilla 30 x 45 g,2025-12,0.0,0.498749539464916,
15032,High Energy Berry 30 x 45 g,2025-12,0.0,0.13157405306738731,
15034,High Energy Banana 30 x 45 g,2025-12,0.0,0.4856894948501278,
15041,Energy Balls Blueberry 18 x 45 g,2025-12,0.0,0.1173905561730047,
15043,Energy Balls Mango 18 x 45 g,2025-12,0.0,0.13748755694590414,
15045,Energy Balls Salted Caramel 18 x 45 g,2025-12,0.0,0.06758151562077262,
17114,Liquid Energy Plus 40 x 35 g,2025-12,0.0,0.17648479715582566,
17115,Liquid Energy Ultra 40 x 25 g,2025-12,0.0,0.024733876241349675,
17143,Liquid Energy Salty 40 x 35 g,2025-12,0.0,0.0666029604748698,
17322,Liquid Energy Plus 18 x 70 g,2025-12,0.0,0.9518047032180241,
17323,Liquid Energy Plus Cola-Lemon 20 x 70 g,2025-12,0.0,0.049250896889104084,
17400,Liquid Energy BCAA Strawberry Banana 18 x 70 g,2025-12,0.0,1.3516017730136243,
17501,Carnitin 1000 Peach 30 x 25 ml,2025-12,0.0,0.28360096069494933,
17505,Mental Focus Grape-Cherry 5 x 25 ml,2025-12,0.0,0.024733876241349675,
17508,Activator 200 Cola-Lemon 30 x 25 ml,2025-12,0.0,0.05864137100730101,
17521,Caffeine Caps 90 Caps,2025-12,0.0,0.16153529376387518,
17700,Power Gums Fruitmix 20 x 75 g,2025-12,0.0,0.33001244666045443,
17704,Power Gums Cola 20 x 75 g,2025-12,0.0,0.20505577287829085,
17706,Power Gums Sour 20 x 75 g,2025-12,0.0,0.3291836851137745,
18100,Recovery Drink Strawberry-Banana 6 x 60,2025-12,0.0,0.024733876241349675,
18121,Recovery Drink Strawberry-Banana 1200 g,2025-12,0.0,0.19048419232478175,
20002,Creatine Monohydrate Pure 500 g,2025-12,0.0,0.8190222495503638,
21008,Soft Flask 500ml,2025-12,0.0,0.045014062304782713,
21010,Wave Shaker 600ml,2025-12,0.0,0.04162708485268063,
25002,Sponser Cap white with net,2025-12,0.0,0.024733876241349675,
26004,Bottle transparent/red 500 ml,2025-12,0.0,0.3161633432784774,
26005,Bottle pink/silver 500 ml,2025-12,0.0,0.23101327806652644,
26006,Bottle silver/black 500 ml,2025-12,0.0,0.17228873009077142,
26007,Bottle red/silver 500 ml,2025-12,0.0,0.04796088713015506,
26008,Bottle blue metallic/silver 500 ml,2025-12,0.0,0.26022601833481024,
26009,Bottle black/silver 500 ml,2025-12,0.0,0.3311339015858876,
26010,Bottle pink transparent/silver 500 ml,2025-12,0.0,0.024733876241349675,
26020,Pro bottle 500 ml white/red,2025-12,0.0,0.03450121274256223,
26093,Pro bottle 750 ml white/red,2025-12,0.0,0.03362186877842545,
26100,Bottle transparent/red 1000 ml,2025-12,0.0,0.21740601000621346,
26101,Bottle white/red 750 ml,2025-12,0.0,0.45299200394503747,
26104,Bottle white/red 1000 ml,2025-12,0.0,0.10686933021819023,
26107,Replacement Cap Bottles 500ml / 750ml,2025-12,0.0,0.042654158726841127,
26111,Bottle blue metallic/silver 750 ml,2025-12,0.0,0.02692941526672469,
26117,Bottle orange/silver 750 ml,2025-12,0.0,0.037708321693919605,
26121,Bottle red/silver 750 ml,2025-12,0.0,0.07853498886982474,
26124,Bottle black/silver 750 ml,2025-12,0.0,0.11335333344922276,
26127,Bottle transparent/red 750 ml,2025-12,0.0,0.1615460306582523,
26141,Bottle cyan blue/orange 750 ml,2025-12,0.0,0.024733876241349675,
26142,Bottle white/gold 750 ml,2025-12,0.0,0.027509334461195113,
26151,Bottle transparent / Hockey Cap 1000 ml,2025-12,0.0,0.03009285190889127,
2621,Cereal Energy Plus Cranberry 15 x 40 g,2025-12,0.0,0.1499769531697247,
2721,Cereal Energy Bar Strawberry 20 x 40 g,2025-12,0.0,0.17709951981426958,
3525,Recovery Shake Banana 900 g,2025-12,0.0,0.05007379317674509,
3527,Recovery Shake Vanilla 900 g,2025-12,0.0,0.055746039306578024,
4004,Maltodextrin 100 Pure 900 g,2025-12,0.0,0.25495067127239857,
44017,Whey Isolate 94 Strawberry 1500 g,2025-12,0.0,0.02830645670730119,
44018,Whey Isolate 94 Vanilla 1500 g,2025-12,0.0,0.027301302796101455,
44019,Whey Isolate 94 Chocolate 1500 g,2025-12,0.0,0.024733876241349675,
44022,Amino 12500 Cherry 30 x 25 ml,2025-12,0.0,1.2943408233991183,
44031,Mass Gainer Vanilla 1200 g,2025-12,0.0,0.024733876241349675,
44033,Mass Gainer Chocolate 1200 g,2025-12,0.0,0.03427190770983996,
44056,HMB & Creatine Synergy Pure 320 g,2025-12,0.0,0.03559528541754985,
44060,Protein 50 Chocolate 20 x 70 g,2025-12,0.0,0.031322193016168794,
44071,Red Beet Vinitrox 4 x 60 ml,2025-12,0.0,0.15007154496000966,
44072,Nitroflow Performance 10 x 7 g,2025-12,0.0,0.26072091087640303,
4500,Carbo Loader Citrus-Orange 1200 g,2025-12,0.0,0.1898498726305086,
45002,Basic Minerals Citrus 400 g,2025-12,0.0,0.02780277488165874,
45005,Relax & Recover Orange-Peach 120g,2025-12,0.0,0.18044444817088592,
45006,Daily Greens 90 Caps,2025-12,0.0,0.39438635148243706,
4502,Carbo Loader Citrus-Orange 15 x 75 g,2025-12,0.0,0.24243198631939403,
45117,Protein Low Carb Choco Brownie 25 x 50 g,2025-12,0.0,0.15927598277712396,
45120,Protein Low Carb Mocca White Choco 25 x 50 g,2025-12,0.0,0.031322193016168794,
45207,Glucosamin Chondroitin 180 Tabs,2025-12,0.0,0.23416719291932495,
45212,Omega-3 Plus Citrus 150 ml,2025-12,0.0,0.0868352705096692,
45215,MCT Oil Neutral 500 ml,2025-12,0.0,0.04966119112778125,
45225,Lactoferrin 90 Caps,2025-12,0.0,0.2312538451369485,
4614,Lactat Buffer Lemon 600 g,2025-12,0.0,0.06707243859880177,
