codigo_producto,real,pronosticado,error_pct
26001,150.0,64.19284033595319,-0.5720477310936454
4616,114.0,70.04359244694683,-0.38558252239520324
12136,110.5,69.9711577250432,-0.3667768531670299
17507,100.5,69.51361393511256,-0.3083222494018651
17504,90.73,63.30141839682483,-0.3023099482329458
12130,79.25,53.82926454331301,-0.3207663780023595
8205,78.0,51.28462436068043,-0.3425048158887124
17400,74.832,62.75448473817603,-0.16139506176266788
8213,74.0,28.000654267950637,-0.6216127801628293
4620,69.0,70.62189094943741,0.023505665933875573
8216,69.0,28.995573638394404,-0.5797742950957333
20002,68.0,35.790471191535374,-0.4736695413009504
17322,67.0,59.264812913710635,-0.11545055352670694
8215,55.0,27.686797926257945,-0.49660367406803735
17222,50.65,49.05012896705864,-0.03158679235817095
12138,49.25,49.55834149558398,0.006260741027085916
8210,48.0,33.728805437372046,-0.2973165533880824
44022,44.93,52.43223328868656,0.1669760358042858
1308,41.0,17.56101656205571,-0.57168252287669
1307,40.5,18.256478097860814,-0.5492227630157823
8217,40.0,18.444093171494835,-0.5388976707126292
12134,39.5,38.11606461834576,-0.035036338776056705
26123,38.0,12.206820396103288,-0.6787678843130713
15034,33.5,29.935812456908124,-0.10639365800274256
26093,30.0,4.6665712138097515,-0.8444476262063415
8206,30.0,29.38493986377772,-0.020502004540742646
45203,28.0,18.62851264310025,-0.3346959770321339
18101,24.5,22.232022950790284,-0.09257049180447818
15030,22.0,22.86446306162261,0.03929377552830053
7162,22.0,18.411144385788802,-0.16312980064596355
8212,22.0,21.68557469387482,-0.014292059369326376
44052,22.0,8.890083574337464,-0.5959052920755699
26101,22.0,23.73515261511828,0.07887057341446732
12100,21.0,22.07673078286705,0.05127289442224042
26020,20.0,7.241053952330985,-0.6379473023834508
17114,19.0,13.029069785270183,-0.3142594849857798
17521,19.0,8.71451003675655,-0.5413415770128132
45003,19.0,9.929466548689382,-0.477396497437401
8222,19.0,22.75603549999299,0.19768607894699947
8203,18.0,26.69790594232839,0.48321699679602165
8143,18.0,12.012378738810884,-0.33264562562161754
15041,18.0,6.450277598317515,-0.6416512445379158
7161,18.0,11.82171222401684,-0.3432382097768422
8207,17.0,22.398100940744943,0.31753534945558487
45225,17.0,17.14427438275559,0.008486728397387655
6153,17.0,14.156561094056903,-0.16726111211429984
6210,17.0,4.989502680941111,-0.7064998422975817
15043,16.5,6.946246425818608,-0.5790153681322057
8202,16.0,26.20255130308889,0.6376594564430556
45207,16.0,16.796431432244702,0.0497769645152939
21008,16.0,3.6610213494054475,-0.7711861656621595
7160,15.0,16.720183029960534,0.11467886866403561
10750,14.5,8.062646989400855,-0.4439553800413203
17700,14.5,17.298703959449494,0.1930140661689306
15026,14.0,22.283125502947758,0.5916518216391256
18121,14.0,18.183412334769027,0.2988151667692162
17501,14.0,24.271476641923826,0.733676902994559
17706,14.0,17.125692795500907,0.22326377110720763
17704,13.5,16.87151686524835,0.24974199001839623
12125,13.0,16.24330476614917,0.24948498201147457
2621,12.0,12.812905270617591,0.06774210588479927
4004,12.0,18.285717598807658,0.5238097999006381
13014,11.0,9.417630784613372,-0.14385174685332977
45005,11.0,17.69227218880894,0.6083883808008127
4700,11.0,11.136951169780287,0.012450106343662493
25002,11.0,3.682577136783665,-0.665220260292394
4502,10.0,13.965685689918534,0.39656856899185333
4500,10.0,12.930390900374286,0.2930390900374286
8225,10.0,16.30440760710122,0.6304407607101219
8154,10.0,9.25375474769376,-0.07462452523062399
45212,10.0,7.5005486697102075,-0.24994513302897925
13016,9.0,7.524586972303701,-0.16393478085514435
14218,9.0,15.966453704545199,0.7740504116161332
44072,9.0,25.699017838023273,1.8554464264470303
26008,9.0,10.407874648849692,0.15643051653885465
2721,9.0,13.410451626754849,0.4900501807505388
44071,9.0,33.07796700188248,2.6753296668758306
8153,9.0,4.6222120309026264,-0.48642088545526374
17115,8.5,3.682577136783665,-0.5667556309666276
8123,8.0,5.15081895947011,-0.3561476300662363
9302,8.0,10.955649418251625,0.3694561772814531
12121,8.0,11.044816954735786,0.3806021193419733
26009,7.0,27.341883361562115,2.9059833373660164
1306,7.0,7.725307576079317,0.10361536801133095
1309,7.0,8.238631389379597,0.17694734133994242
45006,7.0,19.557578577271546,1.793939796753078
8118,6.0,10.531630568893732,0.7552717614822887
10752,6.0,7.465877890205206,0.2443129817008677
21010,6.0,5.577478829103822,-0.07042019514936297
26104,6.0,10.303074886077576,0.717179147679596
26121,6.0,6.941494191014198,0.1569156985023663
26005,5.0,15.348632877833309,2.0697265755666616
26006,5.0,21.052398049117663,3.2104796098235324
44056,4.0,3.8467473077795686,-0.03831317305510784
26004,4.0,13.82326050404641,2.4558151260116023
4614,4.0,7.838957761467969,0.9597394403669923
7707,4.0,4.523133946284463,0.13078348657111571
4706,3.0,11.05934821332177,2.6864494044405904
7706,3.0,3.4926899592430445,0.16422998641434816
7716,3.0,4.158371071594189,0.38612369053139634
45117,3.0,7.587646215698356,1.5292154052327855
45215,3.0,10.182218672778552,2.394072890926184
15045,2.05,9.461824633957372,3.615524211686523
8029,2.0,9.484277066802727,3.7421385334013637
7715,2.0,10.647349349067335,4.323674674533668
1015,0.0,9.813819695489597,
10757,0.0,6.813445406297365,
10755,0.0,3.6283032338463417,
12132,0.0,5.2969679156622425,
1295,0.0,4.334698465787798,
1297,0.0,3.635624034077308,
15032,0.0,25.283644180595626,
14210,0.0,4.158371071594189,
1303,0.0,3.6283032338463417,
1302,0.0,3.6283032338463417,
1298,0.0,3.635624034077308,
1299,0.0,3.6283032338463417,
18100,0.0,3.6283032338463417,
26007,0.0,6.935817703492442,
26010,0.0,5.024623413462972,
26107,0.0,11.485083043301497,
